Territory X Date,confirmed,recovered,death,cov_year,cov_month,cov_day,Continent_C,Continent_F,Continent_M,Continent_S,Continent_U,Pop_Bin_very low pop,Pop_Bin_low pop,Pop_Bin_high pop,Pop_Bin_very high pop
Eswatini X 03/04/20,0,0,0,2020,3,4,0,1,0,0,0,0,0,1,0
Eswatini X 03/05/20,0,0,0,2020,3,5,0,1,0,0,0,0,0,1,0
Eswatini X 03/06/20,0,0,0,2020,3,6,0,1,0,0,0,0,0,1,0
Eswatini X 03/07/20,0,0,0,2020,3,7,0,1,0,0,0,0,0,1,0
Eswatini X 03/08/20,0,0,0,2020,3,8,0,1,0,0,0,0,0,1,0
Eswatini X 03/09/20,0,0,0,2020,3,9,0,1,0,0,0,0,0,1,0
Eswatini X 03/10/20,0,0,0,2020,3,10,0,1,0,0,0,0,0,1,0
Eswatini X 03/11/20,0,0,0,2020,3,11,0,1,0,0,0,0,0,1,0
Eswatini X 03/12/20,0,0,0,2020,3,12,0,1,0,0,0,0,0,1,0
Eswatini X 03/13/20,0,0,0,2020,3,13,0,1,0,0,0,0,0,1,0
Eswatini X 03/14/20,1,0,0,2020,3,14,0,1,0,0,0,0,0,1,0
Eswatini X 03/15/20,1,0,0,2020,3,15,0,1,0,0,0,0,0,1,0
Eswatini X 03/16/20,1,0,0,2020,3,16,0,1,0,0,0,0,0,1,0
Eswatini X 03/17/20,1,0,0,2020,3,17,0,1,0,0,0,0,0,1,0
Eswatini X 03/18/20,1,0,0,2020,3,18,0,1,0,0,0,0,0,1,0
Eswatini X 03/19/20,1,0,0,2020,3,19,0,1,0,0,0,0,0,1,0
Eswatini X 03/20/20,1,0,0,2020,3,20,0,1,0,0,0,0,0,1,0
Eswatini X 03/21/20,1,0,0,2020,3,21,0,1,0,0,0,0,0,1,0
Eswatini X 03/22/20,4,0,0,2020,3,22,0,1,0,0,0,0,0,1,0
Eswatini X 03/23/20,4,0,0,2020,3,23,0,1,0,0,0,0,0,1,0
Eswatini X 03/24/20,4,0,0,2020,3,24,0,1,0,0,0,0,0,1,0
Eswatini X 03/25/20,4,0,0,2020,3,25,0,1,0,0,0,0,0,1,0
Eswatini X 03/26/20,6,0,0,2020,3,26,0,1,0,0,0,0,0,1,0
Eswatini X 03/27/20,9,0,0,2020,3,27,0,1,0,0,0,0,0,1,0
Eswatini X 03/28/20,9,0,0,2020,3,28,0,1,0,0,0,0,0,1,0
Eswatini X 03/29/20,9,0,0,2020,3,29,0,1,0,0,0,0,0,1,0
Eswatini X 03/30/20,9,0,0,2020,3,30,0,1,0,0,0,0,0,1,0
Eswatini X 03/31/20,9,0,0,2020,3,31,0,1,0,0,0,0,0,1,0
Eswatini X 04/01/20,9,0,0,2020,4,1,0,1,0,0,0,0,0,1,0
Eswatini X 04/02/20,9,0,0,2020,4,2,0,1,0,0,0,0,0,1,0
Eswatini X 04/03/20,9,0,0,2020,4,3,0,1,0,0,0,0,0,1,0
Eswatini X 04/04/20,9,0,0,2020,4,4,0,1,0,0,0,0,0,1,0
Eswatini X 04/05/20,9,0,0,2020,4,5,0,1,0,0,0,0,0,1,0
Eswatini X 04/06/20,10,4,0,2020,4,6,0,1,0,0,0,0,0,1,0
Eswatini X 04/07/20,10,4,0,2020,4,7,0,1,0,0,0,0,0,1,0
Eswatini X 04/08/20,12,7,0,2020,4,8,0,1,0,0,0,0,0,1,0
Eswatini X 04/09/20,12,7,0,2020,4,9,0,1,0,0,0,0,0,1,0
Eswatini X 04/10/20,12,7,0,2020,4,10,0,1,0,0,0,0,0,1,0
Eswatini X 04/11/20,12,7,0,2020,4,11,0,1,0,0,0,0,0,1,0
Eswatini X 04/12/20,14,7,0,2020,4,12,0,1,0,0,0,0,0,1,0
Eswatini X 04/13/20,15,7,0,2020,4,13,0,1,0,0,0,0,0,1,0
Eswatini X 04/14/20,15,8,0,2020,4,14,0,1,0,0,0,0,0,1,0
Eswatini X 04/15/20,15,8,0,2020,4,15,0,1,0,0,0,0,0,1,0
Eswatini X 04/16/20,16,8,1,2020,4,16,0,1,0,0,0,0,0,1,0
Eswatini X 04/17/20,16,8,1,2020,4,17,0,1,0,0,0,0,0,1,0
Eswatini X 04/18/20,22,8,1,2020,4,18,0,1,0,0,0,0,0,1,0
Eswatini X 04/19/20,22,8,1,2020,4,19,0,1,0,0,0,0,0,1,0
Eswatini X 04/20/20,24,8,1,2020,4,20,0,1,0,0,0,0,0,1,0
Eswatini X 04/21/20,31,8,1,2020,4,21,0,1,0,0,0,0,0,1,0
Eswatini X 04/22/20,31,8,1,2020,4,22,0,1,0,0,0,0,0,1,0
Eswatini X 04/23/20,31,8,1,2020,4,23,0,1,0,0,0,0,0,1,0
Eswatini X 04/24/20,36,10,1,2020,4,24,0,1,0,0,0,0,0,1,0
Eswatini X 04/25/20,56,10,1,2020,4,25,0,1,0,0,0,0,0,1,0
Eswatini X 04/26/20,59,10,1,2020,4,26,0,1,0,0,0,0,0,1,0
Eswatini X 04/27/20,65,10,1,2020,4,27,0,1,0,0,0,0,0,1,0
Eswatini X 04/28/20,71,10,1,2020,4,28,0,1,0,0,0,0,0,1,0
Eswatini X 04/29/20,91,10,1,2020,4,29,0,1,0,0,0,0,0,1,0
Eswatini X 04/30/20,100,12,1,2020,4,30,0,1,0,0,0,0,0,1,0
Eswatini X 05/01/20,106,12,1,2020,5,1,0,1,0,0,0,0,0,1,0
Eswatini X 05/02/20,108,12,1,2020,5,2,0,1,0,0,0,0,0,1,0
Eswatini X 05/03/20,112,12,1,2020,5,3,0,1,0,0,0,0,0,1,0
Eswatini X 05/04/20,116,12,1,2020,5,4,0,1,0,0,0,0,0,1,0
Eswatini X 05/05/20,119,12,1,2020,5,5,0,1,0,0,0,0,0,1,0
Eswatini X 05/06/20,123,12,2,2020,5,6,0,1,0,0,0,0,0,1,0
Eswatini X 05/07/20,153,12,2,2020,5,7,0,1,0,0,0,0,0,1,0
Eswatini X 05/08/20,159,12,2,2020,5,8,0,1,0,0,0,0,0,1,0
Eswatini X 05/09/20,163,14,2,2020,5,9,0,1,0,0,0,0,0,1,0
Eswatini X 05/10/20,163,14,2,2020,5,10,0,1,0,0,0,0,0,1,0
Eswatini X 05/11/20,175,28,2,2020,5,11,0,1,0,0,0,0,0,1,0
Eswatini X 05/12/20,184,28,2,2020,5,12,0,1,0,0,0,0,0,1,0
Eswatini X 05/13/20,187,48,2,2020,5,13,0,1,0,0,0,0,0,1,0
Eswatini X 05/14/20,187,51,2,2020,5,14,0,1,0,0,0,0,0,1,0
Eswatini X 05/15/20,190,66,2,2020,5,15,0,1,0,0,0,0,0,1,0
Eswatini X 05/16/20,202,72,2,2020,5,16,0,1,0,0,0,0,0,1,0
Eswatini X 05/17/20,203,73,2,2020,5,17,0,1,0,0,0,0,0,1,0
Eswatini X 05/18/20,205,78,2,2020,5,18,0,1,0,0,0,0,0,1,0
Eswatini X 05/19/20,208,87,2,2020,5,19,0,1,0,0,0,0,0,1,0
Chad X 01/22/20,0,0,0,2020,1,22,0,1,0,0,0,0,0,1,0
Chad X 01/23/20,0,0,0,2020,1,23,0,1,0,0,0,0,0,1,0
Chad X 01/24/20,0,0,0,2020,1,24,0,1,0,0,0,0,0,1,0
Chad X 01/25/20,0,0,0,2020,1,25,0,1,0,0,0,0,0,1,0
Chad X 01/26/20,0,0,0,2020,1,26,0,1,0,0,0,0,0,1,0
Chad X 01/27/20,0,0,0,2020,1,27,0,1,0,0,0,0,0,1,0
Chad X 01/28/20,0,0,0,2020,1,28,0,1,0,0,0,0,0,1,0
Chad X 01/29/20,0,0,0,2020,1,29,0,1,0,0,0,0,0,1,0
Chad X 01/30/20,0,0,0,2020,1,30,0,1,0,0,0,0,0,1,0
Chad X 01/31/20,0,0,0,2020,1,31,0,1,0,0,0,0,0,1,0
Chad X 02/01/20,0,0,0,2020,2,1,0,1,0,0,0,0,0,1,0
Chad X 02/02/20,0,0,0,2020,2,2,0,1,0,0,0,0,0,1,0
Chad X 02/03/20,0,0,0,2020,2,3,0,1,0,0,0,0,0,1,0
Chad X 02/04/20,0,0,0,2020,2,4,0,1,0,0,0,0,0,1,0
Chad X 02/05/20,0,0,0,2020,2,5,0,1,0,0,0,0,0,1,0
Chad X 02/06/20,0,0,0,2020,2,6,0,1,0,0,0,0,0,1,0
Chad X 02/07/20,0,0,0,2020,2,7,0,1,0,0,0,0,0,1,0
Chad X 02/08/20,0,0,0,2020,2,8,0,1,0,0,0,0,0,1,0
Chad X 02/09/20,0,0,0,2020,2,9,0,1,0,0,0,0,0,1,0
Chad X 02/10/20,0,0,0,2020,2,10,0,1,0,0,0,0,0,1,0
Chad X 02/11/20,0,0,0,2020,2,11,0,1,0,0,0,0,0,1,0
Chad X 02/12/20,0,0,0,2020,2,12,0,1,0,0,0,0,0,1,0
Chad X 02/13/20,0,0,0,2020,2,13,0,1,0,0,0,0,0,1,0
Chad X 02/14/20,0,0,0,2020,2,14,0,1,0,0,0,0,0,1,0
Chad X 02/15/20,0,0,0,2020,2,15,0,1,0,0,0,0,0,1,0
Chad X 02/16/20,0,0,0,2020,2,16,0,1,0,0,0,0,0,1,0
Chad X 02/17/20,0,0,0,2020,2,17,0,1,0,0,0,0,0,1,0
Chad X 02/18/20,0,0,0,2020,2,18,0,1,0,0,0,0,0,1,0
Chad X 02/19/20,0,0,0,2020,2,19,0,1,0,0,0,0,0,1,0
Chad X 02/20/20,0,0,0,2020,2,20,0,1,0,0,0,0,0,1,0
Chad X 02/21/20,0,0,0,2020,2,21,0,1,0,0,0,0,0,1,0
Chad X 02/22/20,0,0,0,2020,2,22,0,1,0,0,0,0,0,1,0
Chad X 02/23/20,0,0,0,2020,2,23,0,1,0,0,0,0,0,1,0
Chad X 02/24/20,0,0,0,2020,2,24,0,1,0,0,0,0,0,1,0
Chad X 02/25/20,0,0,0,2020,2,25,0,1,0,0,0,0,0,1,0
Chad X 02/26/20,0,0,0,2020,2,26,0,1,0,0,0,0,0,1,0
Chad X 02/27/20,0,0,0,2020,2,27,0,1,0,0,0,0,0,1,0
Chad X 02/28/20,0,0,0,2020,2,28,0,1,0,0,0,0,0,1,0
Chad X 02/29/20,0,0,0,2020,2,29,0,1,0,0,0,0,0,1,0
Chad X 03/01/20,0,0,0,2020,3,1,0,1,0,0,0,0,0,1,0
Chad X 03/02/20,0,0,0,2020,3,2,0,1,0,0,0,0,0,1,0
Chad X 03/03/20,0,0,0,2020,3,3,0,1,0,0,0,0,0,1,0
Chad X 03/04/20,0,0,0,2020,3,4,0,1,0,0,0,0,0,1,0
Chad X 03/05/20,0,0,0,2020,3,5,0,1,0,0,0,0,0,1,0
Chad X 03/06/20,0,0,0,2020,3,6,0,1,0,0,0,0,0,1,0
Chad X 03/07/20,0,0,0,2020,3,7,0,1,0,0,0,0,0,1,0
Chad X 03/08/20,0,0,0,2020,3,8,0,1,0,0,0,0,0,1,0
Chad X 03/09/20,0,0,0,2020,3,9,0,1,0,0,0,0,0,1,0
Chad X 03/10/20,0,0,0,2020,3,10,0,1,0,0,0,0,0,1,0
Chad X 03/11/20,0,0,0,2020,3,11,0,1,0,0,0,0,0,1,0
Chad X 03/12/20,0,0,0,2020,3,12,0,1,0,0,0,0,0,1,0
Chad X 03/13/20,0,0,0,2020,3,13,0,1,0,0,0,0,0,1,0
Chad X 03/14/20,0,0,0,2020,3,14,0,1,0,0,0,0,0,1,0
Chad X 03/15/20,0,0,0,2020,3,15,0,1,0,0,0,0,0,1,0
Chad X 03/16/20,0,0,0,2020,3,16,0,1,0,0,0,0,0,1,0
Chad X 03/17/20,0,0,0,2020,3,17,0,1,0,0,0,0,0,1,0
Chad X 03/18/20,0,0,0,2020,3,18,0,1,0,0,0,0,0,1,0
Chad X 03/19/20,1,0,0,2020,3,19,0,1,0,0,0,0,0,1,0
Chad X 03/20/20,1,0,0,2020,3,20,0,1,0,0,0,0,0,1,0
Chad X 03/21/20,1,0,0,2020,3,21,0,1,0,0,0,0,0,1,0
Chad X 03/22/20,1,0,0,2020,3,22,0,1,0,0,0,0,0,1,0
Chad X 03/23/20,1,0,0,2020,3,23,0,1,0,0,0,0,0,1,0
Chad X 03/24/20,3,0,0,2020,3,24,0,1,0,0,0,0,0,1,0
Chad X 03/25/20,3,0,0,2020,3,25,0,1,0,0,0,0,0,1,0
Chad X 03/26/20,3,0,0,2020,3,26,0,1,0,0,0,0,0,1,0
Chad X 03/27/20,3,0,0,2020,3,27,0,1,0,0,0,0,0,1,0
Chad X 03/28/20,3,0,0,2020,3,28,0,1,0,0,0,0,0,1,0
Chad X 03/29/20,3,0,0,2020,3,29,0,1,0,0,0,0,0,1,0
Chad X 03/30/20,5,0,0,2020,3,30,0,1,0,0,0,0,0,1,0
Chad X 03/31/20,7,0,0,2020,3,31,0,1,0,0,0,0,0,1,0
Chad X 04/01/20,7,0,0,2020,4,1,0,1,0,0,0,0,0,1,0
Chad X 04/02/20,8,0,0,2020,4,2,0,1,0,0,0,0,0,1,0
Chad X 04/03/20,8,0,0,2020,4,3,0,1,0,0,0,0,0,1,0
Chad X 04/04/20,9,0,0,2020,4,4,0,1,0,0,0,0,0,1,0
Chad X 04/05/20,9,0,0,2020,4,5,0,1,0,0,0,0,0,1,0
Chad X 04/06/20,9,0,0,2020,4,6,0,1,0,0,0,0,0,1,0
Chad X 04/07/20,10,2,0,2020,4,7,0,1,0,0,0,0,0,1,0
Chad X 04/08/20,10,2,0,2020,4,8,0,1,0,0,0,0,0,1,0
Chad X 04/09/20,11,2,0,2020,4,9,0,1,0,0,0,0,0,1,0
Chad X 04/10/20,11,2,0,2020,4,10,0,1,0,0,0,0,0,1,0
Chad X 04/11/20,11,2,0,2020,4,11,0,1,0,0,0,0,0,1,0
Chad X 04/12/20,18,2,0,2020,4,12,0,1,0,0,0,0,0,1,0
Chad X 04/13/20,23,2,0,2020,4,13,0,1,0,0,0,0,0,1,0
Chad X 04/14/20,23,2,0,2020,4,14,0,1,0,0,0,0,0,1,0
Chad X 04/15/20,23,2,0,2020,4,15,0,1,0,0,0,0,0,1,0
Chad X 04/16/20,27,5,0,2020,4,16,0,1,0,0,0,0,0,1,0
Chad X 04/17/20,27,5,0,2020,4,17,0,1,0,0,0,0,0,1,0
Chad X 04/18/20,33,8,0,2020,4,18,0,1,0,0,0,0,0,1,0
Chad X 04/19/20,33,8,0,2020,4,19,0,1,0,0,0,0,0,1,0
Chad X 04/20/20,33,8,0,2020,4,20,0,1,0,0,0,0,0,1,0
Chad X 04/21/20,33,8,0,2020,4,21,0,1,0,0,0,0,0,1,0
Chad X 04/22/20,33,8,0,2020,4,22,0,1,0,0,0,0,0,1,0
Chad X 04/23/20,33,8,0,2020,4,23,0,1,0,0,0,0,0,1,0
Chad X 04/24/20,40,8,0,2020,4,24,0,1,0,0,0,0,0,1,0
Chad X 04/25/20,46,15,0,2020,4,25,0,1,0,0,0,0,0,1,0
Chad X 04/26/20,46,15,0,2020,4,26,0,1,0,0,0,0,0,1,0
Chad X 04/27/20,46,15,0,2020,4,27,0,1,0,0,0,0,0,1,0
Chad X 04/28/20,52,19,2,2020,4,28,0,1,0,0,0,0,0,1,0
Chad X 04/29/20,52,19,2,2020,4,29,0,1,0,0,0,0,0,1,0
Chad X 04/30/20,73,33,5,2020,4,30,0,1,0,0,0,0,0,1,0
Chad X 05/01/20,73,33,5,2020,5,1,0,1,0,0,0,0,0,1,0
Chad X 05/02/20,117,39,10,2020,5,2,0,1,0,0,0,0,0,1,0
Chad X 05/03/20,117,39,10,2020,5,3,0,1,0,0,0,0,0,1,0
Chad X 05/04/20,117,39,10,2020,5,4,0,1,0,0,0,0,0,1,0
Chad X 05/05/20,170,43,17,2020,5,5,0,1,0,0,0,0,0,1,0
Chad X 05/06/20,170,43,17,2020,5,6,0,1,0,0,0,0,0,1,0
Chad X 05/07/20,253,50,27,2020,5,7,0,1,0,0,0,0,0,1,0
Chad X 05/08/20,260,50,28,2020,5,8,0,1,0,0,0,0,0,1,0
Chad X 05/09/20,322,53,31,2020,5,9,0,1,0,0,0,0,0,1,0
Chad X 05/10/20,322,53,31,2020,5,10,0,1,0,0,0,0,0,1,0
Chad X 05/11/20,322,53,31,2020,5,11,0,1,0,0,0,0,0,1,0
Chad X 05/12/20,357,76,40,2020,5,12,0,1,0,0,0,0,0,1,0
Chad X 05/13/20,372,78,42,2020,5,13,0,1,0,0,0,0,0,1,0
Chad X 05/14/20,399,83,46,2020,5,14,0,1,0,0,0,0,0,1,0
Chad X 05/15/20,428,88,48,2020,5,15,0,1,0,0,0,0,0,1,0
Chad X 05/16/20,474,111,50,2020,5,16,0,1,0,0,0,0,0,1,0
Chad X 05/17/20,503,117,53,2020,5,17,0,1,0,0,0,0,0,1,0
Chad X 05/18/20,519,117,53,2020,5,18,0,1,0,0,0,0,0,1,0
Chad X 05/19/20,545,139,56,2020,5,19,0,1,0,0,0,0,0,1,0
Togo X 01/22/20,0,0,0,2020,1,22,0,1,0,0,0,0,1,0,0
Togo X 01/23/20,0,0,0,2020,1,23,0,1,0,0,0,0,1,0,0
Togo X 01/24/20,0,0,0,2020,1,24,0,1,0,0,0,0,1,0,0
Togo X 01/25/20,0,0,0,2020,1,25,0,1,0,0,0,0,1,0,0
Togo X 01/26/20,0,0,0,2020,1,26,0,1,0,0,0,0,1,0,0
Togo X 01/27/20,0,0,0,2020,1,27,0,1,0,0,0,0,1,0,0
Togo X 01/28/20,0,0,0,2020,1,28,0,1,0,0,0,0,1,0,0
Togo X 01/29/20,0,0,0,2020,1,29,0,1,0,0,0,0,1,0,0
Togo X 01/30/20,0,0,0,2020,1,30,0,1,0,0,0,0,1,0,0
Togo X 01/31/20,0,0,0,2020,1,31,0,1,0,0,0,0,1,0,0
Togo X 02/01/20,0,0,0,2020,2,1,0,1,0,0,0,0,1,0,0
Togo X 02/02/20,0,0,0,2020,2,2,0,1,0,0,0,0,1,0,0
Togo X 02/03/20,0,0,0,2020,2,3,0,1,0,0,0,0,1,0,0
Togo X 02/04/20,0,0,0,2020,2,4,0,1,0,0,0,0,1,0,0
Togo X 02/05/20,0,0,0,2020,2,5,0,1,0,0,0,0,1,0,0
Togo X 02/06/20,0,0,0,2020,2,6,0,1,0,0,0,0,1,0,0
Togo X 02/07/20,0,0,0,2020,2,7,0,1,0,0,0,0,1,0,0
Togo X 02/08/20,0,0,0,2020,2,8,0,1,0,0,0,0,1,0,0
Togo X 02/09/20,0,0,0,2020,2,9,0,1,0,0,0,0,1,0,0
Togo X 02/10/20,0,0,0,2020,2,10,0,1,0,0,0,0,1,0,0
Togo X 02/11/20,0,0,0,2020,2,11,0,1,0,0,0,0,1,0,0
Togo X 02/12/20,0,0,0,2020,2,12,0,1,0,0,0,0,1,0,0
Togo X 02/13/20,0,0,0,2020,2,13,0,1,0,0,0,0,1,0,0
Togo X 02/14/20,0,0,0,2020,2,14,0,1,0,0,0,0,1,0,0
Togo X 02/15/20,0,0,0,2020,2,15,0,1,0,0,0,0,1,0,0
Togo X 02/16/20,0,0,0,2020,2,16,0,1,0,0,0,0,1,0,0
Togo X 02/17/20,0,0,0,2020,2,17,0,1,0,0,0,0,1,0,0
Togo X 02/18/20,0,0,0,2020,2,18,0,1,0,0,0,0,1,0,0
Togo X 02/19/20,0,0,0,2020,2,19,0,1,0,0,0,0,1,0,0
Togo X 02/20/20,0,0,0,2020,2,20,0,1,0,0,0,0,1,0,0
Togo X 02/21/20,0,0,0,2020,2,21,0,1,0,0,0,0,1,0,0
Togo X 02/22/20,0,0,0,2020,2,22,0,1,0,0,0,0,1,0,0
Togo X 02/23/20,0,0,0,2020,2,23,0,1,0,0,0,0,1,0,0
Togo X 02/24/20,0,0,0,2020,2,24,0,1,0,0,0,0,1,0,0
Togo X 02/25/20,0,0,0,2020,2,25,0,1,0,0,0,0,1,0,0
Togo X 02/26/20,0,0,0,2020,2,26,0,1,0,0,0,0,1,0,0
Togo X 02/27/20,0,0,0,2020,2,27,0,1,0,0,0,0,1,0,0
Togo X 02/28/20,0,0,0,2020,2,28,0,1,0,0,0,0,1,0,0
Togo X 02/29/20,0,0,0,2020,2,29,0,1,0,0,0,0,1,0,0
Togo X 03/01/20,0,0,0,2020,3,1,0,1,0,0,0,0,1,0,0
Togo X 03/02/20,0,0,0,2020,3,2,0,1,0,0,0,0,1,0,0
Togo X 03/03/20,0,0,0,2020,3,3,0,1,0,0,0,0,1,0,0
Togo X 03/04/20,0,0,0,2020,3,4,0,1,0,0,0,0,1,0,0
Togo X 03/05/20,0,0,0,2020,3,5,0,1,0,0,0,0,1,0,0
Togo X 03/06/20,1,0,0,2020,3,6,0,1,0,0,0,0,1,0,0
Togo X 03/07/20,1,0,0,2020,3,7,0,1,0,0,0,0,1,0,0
Togo X 03/08/20,1,0,0,2020,3,8,0,1,0,0,0,0,1,0,0
Togo X 03/09/20,1,0,0,2020,3,9,0,1,0,0,0,0,1,0,0
Togo X 03/10/20,1,0,0,2020,3,10,0,1,0,0,0,0,1,0,0
Togo X 03/11/20,1,0,0,2020,3,11,0,1,0,0,0,0,1,0,0
Togo X 03/12/20,1,0,0,2020,3,12,0,1,0,0,0,0,1,0,0
Togo X 03/13/20,1,0,0,2020,3,13,0,1,0,0,0,0,1,0,0
Togo X 03/14/20,1,0,0,2020,3,14,0,1,0,0,0,0,1,0,0
Togo X 03/15/20,1,0,0,2020,3,15,0,1,0,0,0,0,1,0,0
Togo X 03/16/20,1,0,0,2020,3,16,0,1,0,0,0,0,1,0,0
Togo X 03/17/20,1,0,0,2020,3,17,0,1,0,0,0,0,1,0,0
Togo X 03/18/20,1,0,0,2020,3,18,0,1,0,0,0,0,1,0,0
Togo X 03/19/20,1,0,0,2020,3,19,0,1,0,0,0,0,1,0,0
Togo X 03/20/20,9,0,0,2020,3,20,0,1,0,0,0,0,1,0,0
Togo X 03/21/20,16,0,0,2020,3,21,0,1,0,0,0,0,1,0,0
Togo X 03/22/20,16,0,0,2020,3,22,0,1,0,0,0,0,1,0,0
Togo X 03/23/20,18,0,0,2020,3,23,0,1,0,0,0,0,1,0,0
Togo X 03/24/20,20,1,0,2020,3,24,0,1,0,0,0,0,1,0,0
Togo X 03/25/20,23,1,0,2020,3,25,0,1,0,0,0,0,1,0,0
Togo X 03/26/20,23,1,0,2020,3,26,0,1,0,0,0,0,1,0,0
Togo X 03/27/20,25,1,1,2020,3,27,0,1,0,0,0,0,1,0,0
Togo X 03/28/20,25,1,1,2020,3,28,0,1,0,0,0,0,1,0,0
Togo X 03/29/20,25,1,1,2020,3,29,0,1,0,0,0,0,1,0,0
Togo X 03/30/20,30,1,1,2020,3,30,0,1,0,0,0,0,1,0,0
Togo X 03/31/20,34,10,1,2020,3,31,0,1,0,0,0,0,1,0,0
Togo X 04/01/20,36,10,2,2020,4,1,0,1,0,0,0,0,1,0,0
Togo X 04/02/20,39,17,2,2020,4,2,0,1,0,0,0,0,1,0,0
Togo X 04/03/20,40,17,3,2020,4,3,0,1,0,0,0,0,1,0,0
Togo X 04/04/20,41,17,3,2020,4,4,0,1,0,0,0,0,1,0,0
Togo X 04/05/20,44,20,3,2020,4,5,0,1,0,0,0,0,1,0,0
Togo X 04/06/20,58,23,3,2020,4,6,0,1,0,0,0,0,1,0,0
Togo X 04/07/20,65,23,3,2020,4,7,0,1,0,0,0,0,1,0,0
Togo X 04/08/20,70,23,3,2020,4,8,0,1,0,0,0,0,1,0,0
Togo X 04/09/20,73,24,3,2020,4,9,0,1,0,0,0,0,1,0,0
Togo X 04/10/20,76,25,3,2020,4,10,0,1,0,0,0,0,1,0,0
Togo X 04/11/20,76,25,3,2020,4,11,0,1,0,0,0,0,1,0,0
Togo X 04/12/20,76,29,3,2020,4,12,0,1,0,0,0,0,1,0,0
Togo X 04/13/20,77,29,3,2020,4,13,0,1,0,0,0,0,1,0,0
Togo X 04/14/20,77,32,3,2020,4,14,0,1,0,0,0,0,1,0,0
Togo X 04/15/20,81,35,3,2020,4,15,0,1,0,0,0,0,1,0,0
Togo X 04/16/20,81,45,5,2020,4,16,0,1,0,0,0,0,1,0,0
Togo X 04/17/20,83,48,5,2020,4,17,0,1,0,0,0,0,1,0,0
Togo X 04/18/20,84,49,5,2020,4,18,0,1,0,0,0,0,1,0,0
Togo X 04/19/20,84,52,5,2020,4,19,0,1,0,0,0,0,1,0,0
Togo X 04/20/20,84,53,6,2020,4,20,0,1,0,0,0,0,1,0,0
Togo X 04/21/20,86,56,6,2020,4,21,0,1,0,0,0,0,1,0,0
Togo X 04/22/20,88,56,6,2020,4,22,0,1,0,0,0,0,1,0,0
Togo X 04/23/20,88,59,6,2020,4,23,0,1,0,0,0,0,1,0,0
Togo X 04/24/20,90,59,6,2020,4,24,0,1,0,0,0,0,1,0,0
Togo X 04/25/20,96,62,6,2020,4,25,0,1,0,0,0,0,1,0,0
Togo X 04/26/20,98,62,6,2020,4,26,0,1,0,0,0,0,1,0,0
Togo X 04/27/20,98,62,6,2020,4,27,0,1,0,0,0,0,1,0,0
Togo X 04/28/20,99,63,6,2020,4,28,0,1,0,0,0,0,1,0,0
Togo X 04/29/20,109,64,7,2020,4,29,0,1,0,0,0,0,1,0,0
Togo X 04/30/20,116,65,9,2020,4,30,0,1,0,0,0,0,1,0,0
Togo X 05/01/20,123,66,9,2020,5,1,0,1,0,0,0,0,1,0,0
Togo X 05/02/20,123,66,9,2020,5,2,0,1,0,0,0,0,1,0,0
Togo X 05/03/20,124,67,9,2020,5,3,0,1,0,0,0,0,1,0,0
Togo X 05/04/20,126,74,9,2020,5,4,0,1,0,0,0,0,1,0,0
Togo X 05/05/20,128,74,9,2020,5,5,0,1,0,0,0,0,1,0,0
Togo X 05/06/20,128,77,9,2020,5,6,0,1,0,0,0,0,1,0,0
Togo X 05/07/20,135,85,9,2020,5,7,0,1,0,0,0,0,1,0,0
Togo X 05/08/20,145,85,10,2020,5,8,0,1,0,0,0,0,1,0,0
Togo X 05/09/20,153,87,10,2020,5,9,0,1,0,0,0,0,1,0,0
Togo X 05/10/20,173,89,11,2020,5,10,0,1,0,0,0,0,1,0,0
Togo X 05/11/20,181,89,11,2020,5,11,0,1,0,0,0,0,1,0,0
Togo X 05/12/20,199,92,11,2020,5,12,0,1,0,0,0,0,1,0,0
Togo X 05/13/20,219,96,11,2020,5,13,0,1,0,0,0,0,1,0,0
Togo X 05/14/20,238,96,11,2020,5,14,0,1,0,0,0,0,1,0,0
Togo X 05/15/20,263,96,11,2020,5,15,0,1,0,0,0,0,1,0,0
Togo X 05/16/20,298,99,11,2020,5,16,0,1,0,0,0,0,1,0,0
Togo X 05/17/20,301,104,11,2020,5,17,0,1,0,0,0,0,1,0,0
Togo X 05/18/20,330,106,12,2020,5,18,0,1,0,0,0,0,1,0,0
Togo X 05/19/20,338,107,12,2020,5,19,0,1,0,0,0,0,1,0,0
Thailand X 01/22/20,2,0,0,2020,1,22,0,0,0,1,0,0,0,0,1
Thailand X 01/23/20,3,0,0,2020,1,23,0,0,0,1,0,0,0,0,1
Thailand X 01/24/20,5,0,0,2020,1,24,0,0,0,1,0,0,0,0,1
Thailand X 01/25/20,7,0,0,2020,1,25,0,0,0,1,0,0,0,0,1
Thailand X 01/26/20,8,2,0,2020,1,26,0,0,0,1,0,0,0,0,1
Thailand X 01/27/20,8,2,0,2020,1,27,0,0,0,1,0,0,0,0,1
Thailand X 01/28/20,14,5,0,2020,1,28,0,0,0,1,0,0,0,0,1
Thailand X 01/29/20,14,5,0,2020,1,29,0,0,0,1,0,0,0,0,1
Thailand X 01/30/20,14,5,0,2020,1,30,0,0,0,1,0,0,0,0,1
Thailand X 01/31/20,19,5,0,2020,1,31,0,0,0,1,0,0,0,0,1
Thailand X 02/01/20,19,5,0,2020,2,1,0,0,0,1,0,0,0,0,1
